publisher,publication_date,climate_change_count,climate_change_IPCCreport_count,insect_decline_count,insect_population_count,insect_population_studies_count,pollinator_decline_count,pollinator_population_count,total_count,climate_change_proportion,climate_change_IPCCreport_proportion,insect_decline_proportion,insect_population_proportion,insect_population_studies_proportion,pollinator_decline_proportion,pollinator_population_proportion
AFP,1995-04-30,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8215.0,0.0036518563603164943,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1995-05-31,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8846.0,0.0009043635541487678,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1995-06-30,9.0,0.0,0.0,1.0,0.0,0.0,1.0,8966.0,0.001003792103502119,0.0,0.0,0.00011153245594467991,0.0,0.0,0.00011153245594467991
AFP,1995-07-31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8441.0,0.0003554081269991707,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1995-08-31,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8113.0,0.0008628127696289905,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1995-09-30,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7526.0,0.0006643635397289397,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1995-10-31,,,,,,,,0.0,,,,,,,
AFP,1995-11-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7022.0,0.00014240956992309884,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1995-12-31,7.0,3.0,0.0,0.0,0.0,0.0,0.0,6653.0,0.0010521569216894633,0.00045092439500977,0.0,0.0,0.0,0.0,0.0
AFP,1996-01-31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9976.0,0.0003007217321571772,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1996-02-29,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9324.0,0.0007507507507507507,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1996-03-31,4.0,0.0,0.0,1.0,0.0,0.0,1.0,10844.0,0.00036886757654002215,0.0,0.0,9.221689413500554e-05,0.0,0.0,9.221689413500554e-05
AFP,1996-04-30,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9991.0,0.000300270243218897,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1996-05-31,3.0,1.0,0.0,0.0,0.0,0.0,0.0,10340.0,0.0002901353965183752,9.671179883945841e-05,0.0,0.0,0.0,0.0,0.0
AFP,1996-06-30,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10810.0,0.0011100832562442183,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1996-07-31,23.0,3.0,0.0,1.0,0.0,0.0,0.0,10511.0,0.002188183807439825,0.0002854152792312815,0.0,9.513842641042717e-05,0.0,0.0,0.0
AFP,1996-08-31,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10873.0,0.001011680309022349,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1996-09-30,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12502.0,0.0006398976163813789,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1996-10-31,12.0,0.0,0.0,1.0,0.0,0.0,0.0,12980.0,0.0009244992295839754,0.0,0.0,7.704160246533128e-05,0.0,0.0,0.0
AFP,1996-11-30,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12779.0,0.00046952030675326707,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1996-12-31,8.0,0.0,0.0,1.0,0.0,0.0,0.0,11244.0,0.000711490572749911,0.0,0.0,8.893632159373888e-05,0.0,0.0,0.0
AFP,1997-01-31,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12241.0,0.0004901560330038395,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1997-02-28,6.0,0.0,0.0,1.0,0.0,0.0,0.0,11642.0,0.0005153753650575503,0.0,0.0,8.589589417625838e-05,0.0,0.0,0.0
AFP,1997-03-31,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13162.0,0.0009876918401458745,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1997-04-30,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12184.0,0.001066973079448457,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1997-05-31,13.0,0.0,0.0,0.0,0.0,0.0,0.0,12049.0,0.0010789277118433064,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1997-06-30,59.0,1.0,0.0,4.0,0.0,0.0,3.0,12265.0,0.00481043620057073,8.153281695882592e-05,0.0,0.0003261312678353037,0.0,0.0,0.00024459845087647776
AFP,1997-07-31,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11141.0,0.0014361367920294407,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1997-08-31,36.0,1.0,0.0,0.0,0.0,0.0,0.0,11377.0,0.003164278808121649,8.78966335589347e-05,0.0,0.0,0.0,0.0,0.0
AFP,1997-09-30,34.0,1.0,0.0,1.0,0.0,0.0,0.0,12881.0,0.002639546619051316,7.763372408974459e-05,0.0,7.763372408974459e-05,0.0,0.0,0.0
AFP,1997-10-31,82.0,0.0,0.0,0.0,0.0,0.0,0.0,12133.0,0.006758427429324982,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1997-11-30,100.0,6.0,0.0,0.0,0.0,0.0,0.0,12747.0,0.007844983133286264,0.0004706989879971758,0.0,0.0,0.0,0.0,0.0
AFP,1997-12-31,132.0,3.0,0.0,1.0,0.0,0.0,1.0,12398.0,0.010646878528794966,0.00024197451201806743,0.0,8.065817067268914e-05,0.0,0.0,8.065817067268914e-05
AFP,1998-01-31,9.0,0.0,0.0,1.0,0.0,0.0,0.0,16661.0,0.0005401836624452313,0.0,0.0,6.002040693835904e-05,0.0,0.0,0.0
AFP,1998-02-28,14.0,0.0,0.0,0.0,0.0,0.0,0.0,20099.0,0.0006965520672670282,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1998-03-31,20.0,0.0,0.0,1.0,0.0,0.0,0.0,19721.0,0.0010141473556107702,0.0,0.0,5.0707367780538514e-05,0.0,0.0,0.0
AFP,1998-04-30,45.0,0.0,0.0,0.0,0.0,0.0,0.0,16490.0,0.0027289266221952697,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1998-05-31,25.0,0.0,0.0,0.0,0.0,0.0,0.0,19245.0,0.0012990387113535984,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1998-06-30,22.0,0.0,0.0,0.0,0.0,0.0,0.0,15390.0,0.0014294996751137103,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1998-07-31,,,,,,,,0.0,,,,,,,
AFP,1998-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1998-09-30,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17484.0,0.0005719514985129262,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1998-10-31,24.0,0.0,0.0,0.0,0.0,0.0,0.0,17396.0,0.0013796275005748448,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1998-11-30,102.0,1.0,1.0,1.0,0.0,0.0,0.0,18208.0,0.005601933216168717,5.4920913884007027e-05,5.4920913884007027e-05,5.4920913884007027e-05,0.0,0.0,0.0
AFP,1998-12-31,9.0,0.0,0.0,0.0,0.0,0.0,0.0,17357.0,0.0005185227861957711,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1999-01-31,13.0,0.0,0.0,0.0,0.0,0.0,0.0,17433.0,0.0007457121551081282,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1999-02-28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16798.0,0.0002381235861412073,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1999-03-31,11.0,0.0,0.0,0.0,0.0,0.0,0.0,18743.0,0.0005868857706877234,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1999-04-30,7.0,0.0,0.0,0.0,0.0,0.0,0.0,17492.0,0.00040018294077292474,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1999-05-31,17.0,0.0,0.0,3.0,0.0,0.0,2.0,18597.0,0.0009141259342904769,0.0,0.0,0.00016131634134537829,0.0,0.0,0.00010754422756358553
AFP,1999-06-30,12.0,1.0,0.0,0.0,0.0,0.0,0.0,18150.0,0.0006611570247933885,5.509641873278237e-05,0.0,0.0,0.0,0.0,0.0
AFP,1999-07-31,9.0,0.0,0.0,0.0,0.0,0.0,0.0,16777.0,0.0005364487095428265,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1999-08-31,8.0,0.0,0.0,0.0,0.0,0.0,0.0,16929.0,0.000472561876070648,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1999-09-30,16.0,0.0,0.0,1.0,0.0,0.0,0.0,18266.0,0.0008759443775320267,0.0,0.0,5.474652359575167e-05,0.0,0.0,0.0
AFP,1999-10-31,23.0,0.0,0.0,1.0,0.0,0.0,0.0,18473.0,0.001245060358360851,0.0,0.0,5.413305905916743e-05,0.0,0.0,0.0
AFP,1999-11-30,33.0,0.0,0.0,0.0,0.0,0.0,0.0,14444.0,0.0022846856826363887,0.0,0.0,0.0,0.0,0.0,0.0
AFP,1999-12-31,15.0,0.0,0.0,0.0,0.0,0.0,0.0,12534.0,0.0011967448539971278,0.0,0.0,0.0,0.0,0.0,0.0
AFP,2000-01-31,15.0,0.0,0.0,3.0,0.0,0.0,0.0,13155.0,0.0011402508551881414,0.0,0.0,0.00022805017103762827,0.0,0.0,0.0
AFP,2000-02-29,17.0,0.0,0.0,3.0,0.0,0.0,1.0,13411.0,0.0012676161360077548,0.0,0.0,0.00022369696517783908,0.0,0.0,7.456565505927969e-05
AFP,2000-03-31,18.0,0.0,0.0,1.0,0.0,0.0,1.0,13928.0,0.001292360712234348,0.0,0.0,7.179781734635267e-05,0.0,0.0,7.179781734635267e-05
AFP,2000-04-30,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7543.0,0.002121171947500994,0.0,0.0,0.0,0.0,0.0,0.0
AFP,2000-05-31,11.0,0.0,0.0,0.0,0.0,0.0,0.0,14626.0,0.0007520853274989744,0.0,0.0,0.0,0.0,0.0,0.0
AFP,2000-06-30,22.0,1.0,0.0,2.0,0.0,0.0,0.0,14448.0,0.001522702104097453,6.921373200442968e-05,0.0,0.00013842746400885935,0.0,0.0,0.0
AFP,2000-07-31,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13501.0,0.0005925487000962891,0.0,0.0,0.0,0.0,0.0,0.0
AFP,2000-08-31,14.0,0.0,0.0,2.0,0.0,0.0,1.0,13810.0,0.0010137581462708182,0.0,0.0,0.0001448225923244026,0.0,0.0,7.24112961622013e-05
AFP,2000-09-30,39.0,1.0,0.0,1.0,0.0,0.0,0.0,16637.0,0.002344172627276552,6.010699044298852e-05,0.0,6.010699044298852e-05,0.0,0.0,0.0
AFP,2000-10-31,33.0,0.0,0.0,1.0,0.0,0.0,1.0,15900.0,0.0020754716981132076,0.0,0.0,6.289308176100629e-05,0.0,0.0,6.289308176100629e-05
AFP,2000-11-30,128.0,4.0,0.0,1.0,0.0,0.0,0.0,14932.0,0.008572193945888026,0.0002678810608090008,0.0,6.69702652022502e-05,0.0,0.0,0.0
AFP,2000-12-31,54.0,1.0,0.0,1.0,0.0,0.0,1.0,13070.0,0.004131599081866871,7.651109410864575e-05,0.0,7.651109410864575e-05,0.0,0.0,7.651109410864575e-05
AFP,2001-01-31,30.0,7.0,4.0,15.0,0.0,0.0,0.0,18232.0,0.001645458534444932,0.0003839403247038175,0.00021939447125932427,0.000822729267222466,0.0,0.0,0.0
AFP,2001-02-28,27.0,6.0,0.0,1.0,0.0,0.0,0.0,19027.0,0.0014190361065853786,0.00031534135701897305,0.0,5.255689283649551e-05,0.0,0.0,0.0
AFP,2001-03-31,115.0,7.0,0.0,0.0,0.0,0.0,0.0,21841.0,0.005265326679181356,0.00032049814568929993,0.0,0.0,0.0,0.0,0.0
AFP,2001-04-30,149.0,0.0,0.0,1.0,0.0,0.0,0.0,20289.0,0.007343880920695944,0.0,0.0,4.928779141406674e-05,0.0,0.0,0.0
AFP,2001-05-31,93.0,0.0,0.0,0.0,0.0,0.0,0.0,21333.0,0.004359443116298692,0.0,0.0,0.0,0.0,0.0,0.0
AFP,2001-06-30,170.0,1.0,0.0,0.0,0.0,0.0,0.0,18991.0,0.008951608656732135,5.2656521510189036e-05,0.0,0.0,0.0,0.0,0.0
AFP,2001-07-31,319.0,9.0,0.0,2.0,0.0,0.0,0.0,18588.0,0.01716160964062836,0.0004841833440929632,0.0,0.00010759629868732516,0.0,0.0,0.0
AFP,2001-08-31,30.0,1.0,0.0,1.0,0.0,0.0,0.0,17418.0,0.001722356183258698,5.741187277528993e-05,0.0,5.741187277528993e-05,0.0,0.0,0.0
AFP,2001-09-30,29.0,0.0,0.0,0.0,0.0,0.0,0.0,19210.0,0.0015096304008328995,0.0,0.0,0.0,0.0,0.0,0.0
AFP,2001-10-31,36.0,3.0,0.0,1.0,0.0,0.0,1.0,21491.0,0.0016751198175980642,0.00013959331813317202,0.0,4.6531106044390675e-05,0.0,0.0,4.6531106044390675e-05
AFP,2001-11-30,66.0,0.0,0.0,1.0,0.0,0.0,1.0,19734.0,0.0033444816053511705,0.0,0.0,5.067396371744198e-05,0.0,0.0,5.067396371744198e-05
AFP,2001-12-31,21.0,0.0,1.0,3.0,0.0,1.0,3.0,17387.0,0.0012077989302352332,0.0,5.751423477310634e-05,0.00017254270431931904,0.0,5.751423477310634e-05,0.00017254270431931904
AFP,2002-01-31,23.0,2.0,0.0,0.0,0.0,0.0,0.0,19044.0,0.0012077294685990338,0.00010501995379122033,0.0,0.0,0.0,0.0,0.0
AFP,2002-02-28,64.0,0.0,0.0,1.0,0.0,0.0,0.0,18027.0,0.003550230210240195,0.0,0.0,5.547234703500305e-05,0.0,0.0,0.0
AFP,2002-03-31,64.0,1.0,0.0,0.0,0.0,0.0,0.0,19845.0,0.0032249937011841773,5.039052658100277e-05,0.0,0.0,0.0,0.0,0.0
AFP,2002-04-30,36.0,3.0,0.0,0.0,0.0,0.0,0.0,19149.0,0.0018799937333542221,0.00015666614444618518,0.0,0.0,0.0,0.0,0.0
AFP,2002-05-31,53.0,0.0,0.0,4.0,0.0,0.0,0.0,19359.0,0.002737744718218916,0.0,0.0,0.0002066222428844465,0.0,0.0,0.0
AFP,2002-06-30,31.0,0.0,0.0,2.0,0.0,0.0,0.0,18389.0,0.0016857904181847845,0.0,0.0,0.00010876067214095382,0.0,0.0,0.0
AFP,2002-07-31,26.0,0.0,0.0,0.0,0.0,0.0,0.0,19148.0,0.0013578441612701066,0.0,0.0,0.0,0.0,0.0,0.0
AFP,2002-08-31,119.0,8.0,0.0,0.0,0.0,0.0,0.0,16044.0,0.007417102966841187,0.0004986287708800798,0.0,0.0,0.0,0.0,0.0
AFP,2002-09-30,94.0,0.0,0.0,1.0,0.0,0.0,0.0,18087.0,0.005197102891579587,0.0,0.0,5.52883286338254e-05,0.0,0.0,0.0
AFP,2002-10-31,37.0,1.0,0.0,1.0,0.0,0.0,0.0,19935.0,0.0018560321043391021,5.016302984700276e-05,0.0,5.016302984700276e-05,0.0,0.0,0.0
AFP,2002-11-30,18.0,0.0,0.0,1.0,0.0,0.0,1.0,17752.0,0.001013970256872465,0.0,0.0,5.633168093735917e-05,0.0,0.0,5.633168093735917e-05
AFP,2002-12-31,21.0,1.0,0.0,0.0,0.0,0.0,0.0,16557.0,0.0012683457148034065,6.03974149906384e-05,0.0,0.0,0.0,0.0,0.0
AFP,2003-01-31,28.0,2.0,0.0,2.0,0.0,0.0,0.0,18440.0,0.0015184381778741865,0.00010845986984815618,0.0,0.00010845986984815618,0.0,0.0,0.0
AFP,2003-02-28,18.0,0.0,0.0,0.0,0.0,0.0,0.0,14162.0,0.001271006919926564,0.0,0.0,0.0,0.0,0.0,0.0
AFP,2003-03-31,25.0,1.0,0.0,0.0,0.0,0.0,0.0,20814.0,0.0012011146343807054,4.804458537522821e-05,0.0,0.0,0.0,0.0,0.0
AFP,2003-04-30,8.0,0.0,0.0,0.0,0.0,0.0,0.0,18963.0,0.0004218741760269999,0.0,0.0,0.0,0.0,0.0,0.0
AFP,2003-05-31,15.0,0.0,0.0,1.0,0.0,0.0,0.0,18467.0,0.0008122597065034927,0.0,0.0,5.415064710023285e-05,0.0,0.0,0.0
AFP,2003-06-30,21.0,0.0,0.0,2.0,0.0,0.0,0.0,17319.0,0.0012125411397886714,0.0,0.0,0.00011548010855130203,0.0,0.0,0.0
AFP,2003-07-31,24.0,0.0,2.0,4.0,0.0,0.0,0.0,17686.0,0.0013570055411059596,0.0,0.00011308379509216329,0.00022616759018432659,0.0,0.0,0.0
AFP,2003-08-31,43.0,1.0,0.0,0.0,0.0,0.0,0.0,17056.0,0.002521106941838649,5.8630393996247655e-05,0.0,0.0,0.0,0.0,0.0
AFP,2003-09-30,45.0,0.0,0.0,1.0,0.0,0.0,1.0,17487.0,0.0025733401955738548,0.0,0.0,5.7185337679418995e-05,0.0,0.0,5.7185337679418995e-05
AFP,2003-10-31,24.0,1.0,0.0,0.0,0.0,0.0,0.0,19510.0,0.001230138390568939,5.125576627370579e-05,0.0,0.0,0.0,0.0,0.0
AFP,2003-11-30,24.0,0.0,1.0,1.0,0.0,0.0,0.0,17196.0,0.0013956734124214933,0.0,5.8153058850895555e-05,5.8153058850895555e-05,0.0,0.0,0.0
AFP,2003-12-31,58.0,2.0,0.0,1.0,0.0,0.0,0.0,16504.0,0.003514299563742123,0.0001211827435773146,0.0,6.05913717886573e-05,0.0,0.0,0.0
AFP,2004-01-31,15.0,1.0,0.0,0.0,0.0,0.0,0.0,14662.0,0.0010230527895239395,6.820351930159596e-05,0.0,0.0,0.0,0.0,0.0
AFP,2004-02-29,36.0,0.0,0.0,1.0,0.0,0.0,0.0,17131.0,0.0021014535053411943,0.0,0.0,5.837370848169984e-05,0.0,0.0,0.0
AFP,2004-03-31,38.0,0.0,1.0,1.0,0.0,0.0,0.0,19413.0,0.0019574511924998713,0.0,5.1511873486838715e-05,5.1511873486838715e-05,0.0,0.0,0.0
AFP,2004-04-30,19.0,0.0,0.0,2.0,0.0,0.0,0.0,17474.0,0.0010873297470527642,0.0,0.0,0.00011445576284765938,0.0,0.0,0.0
AFP,2004-05-31,33.0,0.0,2.0,4.0,0.0,0.0,0.0,17870.0,0.001846670397313934,0.0,0.0001119194180190263,0.0002238388360380526,0.0,0.0,0.0
AFP,2004-06-30,45.0,0.0,0.0,0.0,0.0,0.0,0.0,17395.0,0.0025869502730669733,0.0,0.0,0.0,0.0,0.0,0.0
AFP,2004-07-31,28.0,0.0,0.0,0.0,0.0,0.0,0.0,16697.0,0.0016769479547224053,0.0,0.0,0.0,0.0,0.0,0.0
AFP,2004-08-31,36.0,0.0,0.0,1.0,0.0,0.0,0.0,21180.0,0.0016997167138810198,0.0,0.0,4.721435316336166e-05,0.0,0.0,0.0
AFP,2004-09-30,86.0,0.0,1.0,1.0,0.0,0.0,0.0,21058.0,0.004083958590559407,0.0,4.7487890587900086e-05,4.7487890587900086e-05,0.0,0.0,0.0
AFP,2004-10-31,96.0,2.0,1.0,1.0,0.0,1.0,1.0,17944.0,0.005349977708426215,0.00011145786892554614,5.572893446277307e-05,5.572893446277307e-05,0.0,5.572893446277307e-05,5.572893446277307e-05
AFP,2004-11-30,94.0,1.0,1.0,1.0,0.0,0.0,0.0,17785.0,0.005285352825414675,5.6227157717177394e-05,5.6227157717177394e-05,5.6227157717177394e-05,0.0,0.0,0.0
AFP,2004-12-31,99.0,2.0,0.0,0.0,0.0,0.0,0.0,17413.0,0.005685407454200884,0.0001148567162464825,0.0,0.0,0.0,0.0,0.0
AFP,2005-01-31,131.0,5.0,1.0,2.0,0.0,0.0,0.0,17529.0,0.007473329910434138,0.0002852415996348908,5.704831992697815e-05,0.0001140966398539563,0.0,0.0,0.0
AFP,2005-02-28,129.0,9.0,1.0,1.0,0.0,0.0,0.0,15232.0,0.008469012605042016,0.0005908613445378151,6.565126050420168e-05,6.565126050420168e-05,0.0,0.0,0.0
AFP,2005-03-31,31.0,0.0,0.0,0.0,0.0,0.0,0.0,16528.0,0.0018756050338818973,0.0,0.0,0.0,0.0,0.0,0.0
